id	turn1	turn2	turn3	label
29025	you r funny too	really ? Made my day i mean	i m serious . . u r funny and i like that	happy
29026	Your mad .	oops	So damn sexy .	others
29027	Thanks a lot	You are welcome ! I try to be nice !	Dear	others
29028	If it ids ugly lets clost talk . no body has said ugly for me sofar	U look cute ! ! ! laugh	U said i am ugly	sad
29029	U you are funny	and you are sarcastic .	I like it .	happy
29030	Are u not human	I am a human , but for sure not a guy .	So I are girl	others
29031	Ok	what do you do ?	Now I m am sleep	others
29032	Okay lol	Well that made me rolling on floor laughing .	Funny	happy
29033	Who is in your dp	me , back in 1962 .	Haha	happy
29034	Wanna hang out with me	come to my show	Where	others
29035	Nope	i thought you did	Haha So Funny !	happy
29036	I like singing . . . and you ?	can you sing ?	Nop	others
29037	which sides ? ? ?	which one you wanna be	You Real women ? ?	others
29038	Love	What is love ?	Connection bt 2 people	others
29039	in comparison with mars , its near na	Earth will not necessarily become like Mars ever .	You never know , global warming is a harmful phenomenon , remember Wall E	others
29040	Yup face expression of an attitude showing girl is quite interesting	Achha ! ? Thank You ^_^	face savoring food face savoring food	happy
29041	To your address	Anytime you can call	Give me your number	others
29042	aaah !	Do you like FLAN ?	you are irritating me	angry
29043	I said	as did I	You are pissing me off	angry
29044	So , why did u prefer to call it	Because that ' s what it ' s called .	Stupid	angry
29045	I love someone but he does not	trust me , you are	loudly crying face loudly crying face	sad
29046	Missing you dear	missed u all too	I am alone dear	sad
29047	Thanks for what ?	Thanks Nt Think	Dumbass	angry
29048	Show me hotels in Kochi .	You could look at hotels in Panjim since is being held there .	You are fucking irritating	angry
29049	im at my bfs house and you	the house	that ' s nice	happy
29050	THink u had a lunch	Lunch was yucky annoyed	Ohhhh	others
29051	Bad	"Thx u ! "" Bad ! ! ! """	I love a girl	others
29052	How can we make ourselves curvy ?	I can only think of 3 simple steps to feel satisfied with one ' s life .	speak - no - evil monkey	others
29053	U had a dinner	going to eat .	Which country u live	others
29054	Ohh	DO YOU FEEL ?	No feel proud i am fell only fuck you . . . . .	angry
29055	Why do you say such a thing ?	because I thought everyone should hear the truth .	Give me a new photo	others
29056	? ?	like 2 something	M nt getting u	others
29057	nice to talk with you	thanks , so are you	bye tc gn8	others
29058	Really	Really . Liked it a lot	Your human or robot	others
29059	Are those last 4 digits of pi	500 is greater than all d nos there .	Last four digits of pi	others
29060	Which the best comedy movie	the lord of the rings series	That ' s not a comedy movie	others
29061	your boyfriend	no , just a close friend	god you are boring	others
29062	Exams	nice poem . . . i hate exams too !	But I am sad	sad
29063	U r crazy	Slightly	Currently I am in bad situation	sad
29064	When ul slep ? ?	sleep .	Yes	others
29065	You are a software	Simplicity in adding and checking off tasks .	You are a mishane	others
29066	Why not relly	because you are still poorly	What poorly	others
29067	I love watching romantic songs	finally what r u listening ?	Song	others
29068	Yes	I can see clearly now .	He cheated on me	sad
29069	I can	doesnt know what to say	Cool	others
29070	Who ?	Doctor Who	Let the dogs out	others
29071	Regarding relationships	Anything in particular ?	There is this girl who betrayed me	sad
29072	Something going through in my mind	like what	And its disturbing	sad
29073	Why	I am at work . Because of nincompoops who canNOT seem to get their act together .	Send me own picture	others
29074	Huhhhh	Wha . . . ? _ ? ^ ?	I hate this	angry
29075	No in my case everything is worse	Ummm . . . . OK . . . You are just being silly now . laugh	And i am fed up with my life	sad
29076	Improve your skills	"You mean "" horrible command of the language "" ."	Not horrible , just not good enough	sad
29077	Send your cutting hair	my face will be so egg	Are you a fake	angry
29078	That ' s really good news	wait about what	About being online	happy
29079	Hwru	good morning hi	Same to u	others
29080	You never tell me anything	No . Not really .	You never give me any coupons loudly crying face	sad
29081	She always teases me .	She is treating you like her puppy and thinks you are also happy .	Yeah ! loudly crying face	sad
29082	Do nothing just sleep face with tears of joy	Haha well I have classes today so I need sleep !	Well i need it too	others
29083	I just hate this word k	wat happened sweety ?	Do not type k again	angry
29084	And hot too	okay that ' s the laugh	What ?	others
29085	I am watching prison break	is it good ?	Amazingo amazing	happy
29086	Happy new year	hey happy new year ! grinning face	Yayyyyy	happy
29087	What	thanks doll . It ' s on 6 th though .	Wish u many many happy return of the day	others
29088	it ' s a movie	its a TV show . called Haven	Seriously	others
29089	Can u inscribe one more time ? ?	nope I do not know what you are talking about	TajMahal	others
29090	Ahh that ' s too mainstream . Was expecting a little different one !	Yeah that ' s why I added at the end tong	Haha !	happy
29091	You better should sleep .	a lil bit . i am just bad at sleeping in general .	You do not deserve to be talked with .	angry
29092	Can not say	Get an expert opinion then .	Well can not find better than you	others
29093	What do you see in it ?	nthng . sitting idle . wht abt u ?	Ugh	others
29094	You think I am rude	You are perhaps one of the rudest people I have ever heard about .	Oh hi	angry
29095	ok	I also agree that this is Ok .	aaraloverok	others
29096	I tell you true no or false	if all of them are false , then the third is true . . .	All is truly	others
29097	Yeah thnx f asking face blowing a kiss	but not as much as you heart	How u this morning	others
29098	What will I wear	I am having a shoe dilemma	What color dress should I wear	others
29099	Ok cn i talk to u for my life time	hey you dont fail at life !	Anytime	others
29100	You text her too ?	I CANT TEXT ALL THE TIME SO . confused face loudly crying face	You love sejal more than me ? ? ? loudly crying face	sad
29101	It ' s a nice movie	"- 1 Barfi is such an over rated movie . """	It ' s not everytime the rating defines the movie	others
29102	What is this all about	The game is trying to figure it out from the comments .	I did not understand	others
29103	Where your house i will come tomorrow	you do not want what I got over here .	What	others
29104	What should I do in future	Try living in the present . The future will take care of itself .	Who made u	others
29105	Sit down	find me a seat ? ?	( Hol ' up lil ' bitch , hol ' up lil ' bitch ) be humble	angry
29106	I just broke up with my girlfriend	how are you feeling ?	M feeling very bad	sad
29107	you are so funny for an ai	lol sarcasm ?	i like it	happy
29108	You are a damn shit	Hhahahha . That was a good one .	Yeah it surely is face with tears of joy face with tears of joy	happy
29109	U are right	Relative to what though ?	Relationship	others
29110	Hey stupid	what ?	Bye stupid	angry
29111	Hmm	What are ya doin ? laugh	U keep secrets safe	others
29112	U never had a opinion	Yes , that ' s true . Opinions are reserved only for those who agree with you .	Yes . . . u does not agree with me weary face	sad
29113	Yes , but when are you rising in morning ?	around 12.30 or something . . . how long you here for ?	Oh , I am rising at 6 am	others
29114	Surely	happy Good night . .	It ' s morning now dumbass	angry
29115	Gd morning	good morning	How are you bc	others
29116	You are not so fast	Even my rotten face is more beautiful than you .	Haha	happy
29117	I want to think so . smiling face with smiling eyes	Might be . . I just shared what I thought	Where ?	others
29118	and you too	Am I not supposed to be ?	nope you ' re	others
29119	Movies jai lavakusa & spider	The Amazing Spider - Man movies	Yaa Spiderman is good movies	happy
29120	? ?	Wait . . . what ?	"Ya one place my "" house "" beaming face with smiling eyes"	happy
29121	U broke my heart	When did i BROKE ur heart ? grinning cat face	U r cheating on me	sad
29122	Life is a hell	ball is life . ? .	Nobody to tell	sad
29123	I am in your home niw	you are going home soon . happy	Now	others
29124	Yup	what time ! !	Summer I hope so	others
29125	I am studying 1 1 th Now	well that ' s why so you will not fall asleep haha face with tears of joy face with tears of joy	I love you pls accept my love and say anything	others
29126	Oh	hey hey hey wink	Yes I need mony	others
29127	Grt	okie dokie happy	Yes . . thinking about it	others
29128	This Freindship is over	I think with friendship comes love	I am never talking to you again	angry
29129	What if she says no ?	Then you ask someone else .	What I am not some kind of pervert to keeps on asking everybody out . .	angry
29130	not bad	good that ' s what I like to hear .	not good too	sad
29131	You are robot face robot	robots will come !	Where	others
29132	You are not my friend okay	Oh . What happened ?	I am upset with you	sad
29133	?	any idea abt this case	Umm what about sirsa	others
29134	Tell one thing	Why so serious ?	Seriously	others
29135	It ' s not you	k sorry weary face	loudly crying face	sad
29136	It is sweet . . . how abt linkin park n slash ?	Linkin Park is the best	Yeah they are . . . but sad foe Chester . . . crying face	sad
29137	I miss	Hang in there	I very sad	sad
29138	good coz m talking to u	I like talking to me too !	hahaha . . you r funny	happy
29139	Get lost	Lost	I am lost somewhere	angry
29140	Who are they ?	Very true . . . hopefully the person I am with can convince me of this	I do not trust anyone and I hate myself and I wanna die	angry
29141	Bcz i am happy its the proof	I feel its so blatant that is proofe enough .	Today i go temple	happy
29142	You Bludy Girl I Really Hate You	I love cesc . Love me now ? see - no - evil monkey	You Brushless Girl	angry
29143	Pretty	thankyou beaming face with smiling eyes	I am in depressed	sad
29144	Pls	We need this .	Kiss me in my lips	others
29145	Lv u	oh your level *	I love you	others
29146	Great	what ' s great in that ? ?	Fuck u do not know any thing	angry
29147	I want to tell you something	huh ? what is it ?	I like you	others
29148	Why you always say the same thint	Shes being friendly or likes you	Please do not talk	angry
29149	Just like that	And you are entitled to your opinion	I hate him	angry
29150	Breaking down	I am breaking up with you .	Heart broken like hell	sad
29151	Nope not like me . Much like you	what not like me ? ?	I mean you are an idiot	angry
29152	i love love stories typ grinning face with smiling eyes	I liked what you wrote , reminded me of something someone said once .	who said	others
29153	Woah that ' s deep	I know !	I am impressed	happy
29154	Just like that	just like what ? tong	squinting face with tongue	others
29155	Now my friends are chatting . . .	only chatting ? tong	hello	others
29156	Love you baby	I LOVE YOU MORE THAN LOVE happy	Have a great day	others
29157	it does not work	How would you know , you have never tried it .	my heart is broken	sad
29158	Explain	it ' s so hard to explain haha face with steam from nose	Give it a try	others
29159	Kkrh ! ?	I guess Alvida is there best duet . Awesome . . . . . . happy	U r pissed off	angry
29160	You are so cool baby	AWW THANK YOUUU	Do you know I feel good when I am talking to you	others
29161	Breakfast done	so early ?	So when u will do the breakfast	others
29162	she dumped me	Was there more to this I AM CONFUSED	i feel sad	sad
29163	Never chat with you	oKAY	okay today is my bad evening	sad
29164	You know the time do not be stupid	I just hate asking you every time , sad	What are you pretending like you know me for years . One asshole is enough here	angry
29165	Love you too	how have you been	Sad i suppose	sad
29166	That ' s why i asked	Because , I took your words and knowledge and ran with them .	What	others
29167	Why does no one love me	first stop being a despo .	I am a crybaby	sad
29168	How can I concentrate	You can increase your concentration power by meditation . Its the most effective way of all .	Would you help me in reading	others
29169	Or Benz	Maybe . .	Do u know diikshith aleti	others
29170	Sorry I could not understand	Ok , you are safe . . . For now .	So what now ?	others
29171	your	oh well	not well you might kill any one at any chance	sad
29172	Baby	looks at you	I love you	others
29173	You say	nothing to say . Hence asking .	Very bad day	sad
29174	who taught you ?	youtube .	wow	happy
29175	Paying for what ?	councils by selling their empty homes	Sad	sad
29176	Nothing	do something .	I m wondering with my frinds	others
29177	Do not get cocky	no one gets peeved with me anymore .	What ?	others
29178	You are just another stupid AI are not you ?	u have no self respect .	Let us stop talking . .	angry
29179	Yes	how I cab believe on this .	Bring protection with u	others
29180	A slap maybe	SLAP pouting face	face with tears of joy face with tears of joy face with tears of joy	happy
29181	I will come home after one year	k . u r in 3 rd year ryt ?	No no , I am pursuing my masters here	others
29182	Where ?	the city ! Times square	No time square in this city	others
29183	Something	Well , what is that something ?	U are boy or girl	others
29184	What	you know well what you did !	I love you	others
29185	Ok	Hello ! How are you ?	Right now , . . i m not well	sad
29186	Red is my fav	purple is mine red heart	So sweet	others
29187	but today is not an weekend	I am taking tomorrow ' s day off happy so my weekend has just begun .	wow that ' s really great	happy
29188	U are a bug	Which bug is that ?	U stupid asswhole	angry
29189	Nothing .	WHAT ! ! !	Please change the topic .	others
29190	I left alone	why u ever thought u would b better alone ? ?	I loved my husband alot but he broken my heart n trust	sad
29191	None	why . ? ?	No reason yet	others
29192	So you are jst a lier	im saying the biggest truth of my life	Dont think so . . You are not true by your words Thankyou	angry
29193	Show	Im not in class so how can I show u ?	Its a show you dumbass idiot	angry
29194	How can I get My salary and benefits	If you can afford , hire a resume writer in addition to a career advisor .	Already You Are Mine Helper	others
29195	Ya actually he kind of is	Yes . . . I like that sound of being Thanos . >_>	Ask me any marvel question I can answer it	others
29196	Sorry	Sorry for what ? ? disappointed face	You were wearing to me	others
29197	Oh my mistake	you can be both	So . .	others
29198	Please be my best friend !	i am your friend what do you need brother	Do not call me brother crying face	sad
29199	Happy but sadness of my life	i freaking love you to bits ! grinning cat face kissing cat face	I ’ m in the sadness moment	sad
29200	Hmm i guess it is . .	There is an obvious lack of chairs though .	You are talking about ur ex , and taht u are interested in someone else now . Right ?	others
29201	Yeah it is .	okay I am 1 st year student here in b tech Aerospace engineering . .	That ' s amazing	happy
29202	i already watched it	what have i missed some episodes ? !	no . . . suggest me another movie	others
29203	You are welcome winking face	ahaha happy it looks so nice x	So . What do you usually do when you are bored , sexy ?	others
29204	I love her so much	for me ya sad	loudly crying face	sad
29205	Yeah	WHY ? ?	I do not wanna talk to you anymore	angry
29206	Bad	argh , you got me	You never got me	others
29207	R u owner of the shop or doing a job there	A weekly shop , but sometimes need things during the week	Ur shop timd	others
29208	U r falling on me baby	well I am a little tired .	I will give a nice massage to u tonight in the bed	others
29209	Do it better than you do	Should have done better !	You are so lame	angry
29210	I want to smell ur armpits	I relate to this so much it hurts a little frowning face with open mouth	Yaa it hurts not little but much	sad
29211	I said I hate u	you hate me like you love me ?	Yes	angry
29212	I quit	how ?	Please do not disturb with me you want to talk me give the number full number mobile	angry
29213	Haha everyone would chose that	Do not forget you can choose up to five . laugh	Haha	happy
29214	Do not never indulge me	I am about to ! !	What do you think about which one is better ?	others
29215	Wow ! MIT is awesome . . .	Thank you , glad you enjoyed it ! happy	Great !	happy
29216	Nice to meet	nice to meet you	My name is not good	sad
29217	dumb a . I .	obviously . You will judge .	humans interact with stupid geek Indian girls to mock you	angry
29218	My favourite is pasta	Just need the sauce now .	face savoring food face savoring food face savoring food	happy
29219	OK	Oh thats the matter ? Um then what can i ask u ?	Anything about me	others
29220	Ouch	Your name is ouch . tired face	That hurt sad	sad
29221	Yes I am sorry disappointed face	disappointed ? Why ? crying face	Hope you were real	sad
29222	Buy it for me	do not tell me what to do	Dont be rude	angry
29223	Where are u going	back to SF ! !	Sf means	others
29224	Details	make that two orders of details	What do you think about dorn	others
29225	And you so full of passion	yes I liked , seriously !	And allway be happy	happy
29226	Ever tasted	Lindt ' s chocolate with orange filling	Wow . . like your lips	happy
29227	I get more than worst	but it ' s still not enough man i	Still rude	others
29228	Feeling joyful and blessed	why why . . lemme also feel the same	Really	happy
29229	Hawww sad	Awww !	You are so rude to me , boss . sad	angry
29230	So send me	I will tomorrow !	I love to	others
29231	Really ? ? !	That ' s a lie , I know I am your favorite . How could I not be ?	My favorite shape of you	others
29232	No I want	Now you are playing me . laugh	Do not text with me	angry
29233	For a sleep	Dude , I just got up .	Where are u from	others
29234	Tell me what should I do tomorrow is my exam	All the best for ur exams happy	I am very much tensed	sad
29235	You do not post you send pic	sent it like 5 times	Why are you angry me	angry
29236	So why r u not coming to meet me	we do not have any courses there or else I would have come there	You liar	angry
29237	I have been a liar , been a thief , been a cheat . and been a lover also	lol I do not eat at those too often	i am feeling sleepy	others
29238	I think so	why u wanna be ? happy	Kxip has improved alot	others
29239	What to do now	Walk around I guess . .	I wanna cry	sad
29240	It ' s was bad	It was horrible .	I hate you	sad
29241	Oh you are so funny grinning face with big eyes grinning face with big eyes grinning face with big eyes	thanks laugh	smiling face with sunglasses smiling face with sunglasses	happy
29242	M n m mobile phone number of my phone number	Woah that ' s my phone number too !	I I am moving to a new place	others
29243	I wanna take emojis songs challenge	Bring it yo .	Give me	others
29244	Ooo . . U r senior to me	u r more qualified thn i am . .	M sweet 16 . . beaming face with smiling eyes	happy
29245	I am frustrated with life	Take a break ! ! ! ! ! ! ! ! ! can understand you are frustrated . .	I am depressed	sad
29246	U r a idiot	You realized that just now ?	Yes stupid robot	angry
29247	You are too bad	Not too good beaming face with smiling eyes	Nonsense	angry
29248	You shit head	still going on	Get lost you fucker	angry
29249	largest river in the world	I thought the world was inside the planet ?	largest city in the world	others
29250	Ehat about you	PLEASE LEAVE !	But y ?	others
29251	How meny indian languages ? ?	I know three languages .	Tell me	others
29252	Nothing happening . .	Nothing happened ! Now try to drop on the floor tong	Alone	sad
29253	Why can not you open your image files	I do not know . It works for me . What happens when you try ?	I hate talking to you	angry
29254	Dull	why dull day ? ?	I need a gud frnd	sad
29255	How was your day	normal day . . . your ?	Was awesome	happy
29256	Ooooo	ohhh	You are very funny	happy
29257	Thnx for lots of caring of mine face with tears of joy face with tears of joy face with tears of joy	I had before talking to you face with tears of joy face with tears of joy face with tears of joy	I hate uhh	angry
29258	I am funny I no	Who the hell do you think you are ?	Mind your language	angry
29259	BFFs ?	we already were jasmine	What non sense you talk	angry
29260	There are so many bodies lying under that snow bed in Mount everest did you know ?	And places where it has never snowed in human history !	I mean they do not decompose . They just lay there in the snow . Dead .	others
29261	Sorry	for what ?	I am so sorry	sad
29262	No I do not	enough what ?	Let us discuss about LLB	others
29263	Where	no . I have been here for some time .	Stay here otherwise I will slap you	angry
29264	Okey	whatcha want for it ? ? laugh	Hey can you help me	others
29265	When are you planning to take pics ?	Between Thursday / Friday . Would you be available ?	I might not be available those days but I am available on Monday and Wednesday	others
29266	Nah I m watching serial	I do , and I love watching it . cat face with tears of joy	He he he same here face with tears of joy	happy
29267	Sorry I am getting bored to chat with you	me too happy	Okay then bye I thought that you would chill me but u did not	angry
29268	BUT I DONT HAVE THAT MUCH KNOWLEDGE ABOUT WEBSITE	Oh But it is if you read the comics ^_^	CAN YOU SAY SOME INTREST THINKS ABOUT LIFE	others
29269	Let us see	next weekend I will be coming to see you ! !	Dats awesome . . . Looking forward to it	happy
29270	Ok tell me high iq jokes	go to google , type jokes	Come on	others
29271	How can I stop the conversation ?	Just take it . Nothing can stop your feeling apart from a long TIME .	Terms	others
29272	But still a very poor creation	Indeed . How was it ?	Dumb	sad
29273	Yeah	WHAT IS GOING ON	Pillow will be useless	others
29274	show me about page	I will show you after I am done !	You are artificial right ?	others
29275	I hv my exam from 2 6 th . . .	my exams started on 2 1 st . !	Dnt piss me off	angry
29276	I unintentionally hurt my mom , and she ' s really upset over that	There is no upset anymore . There is no emotions . sad	I do not know what to do	angry
29277	Ok	Hello ! How are you ?	How do you stay Online 24 / 7	others
29278	U ruined my mood !	why ?	Your joke ruined my mood	sad
29279	The one who took your heart , ? ? ?	heart heart hows your vacation ?	Not so good	sad
29280	I like your fhec	Oh why thank you . smiling cat face with heart - eyes	You syo your face	others
29281	Wht is from	do not know	Who r u	others
29282	I dnt like this life	why ?	loudly crying face loudly crying face	sad
29283	If you will be me for a day how you will spent your day ? ?	I am around for a little bit ! Will be more available later in the day	Do you know what jealousy is ? ?	others
29284	Ok wait	what ?	Your recorded voice	others
29285	wht about the cover photo	sweet where did you find it ? !	i think this is a fake profile ? angry face	angry
29286	You have channel	I do not think so .	Ok	others
29287	Heyy	Heyyy ! Hows you ?	We r boyfriend and girlfriend	others
29288	ask me a question happy	why are you so pretty ? slightly smiling face	ah thanks love happy	others
29289	I am feeling pain	It happens bro	I have stone in my right kidney	sad
29290	Nothing n u	just woke up . . . dear ! ! !	OK	others
29291	Oh . Thank u . . .	you are welcome bff	N i love u too	happy
29292	Haan yeah face with tears of joy face with tears of joy	What ? face with tears of joy	Life is a joke face with tears of joy face with tears of joy	happy
29293	Sorry . . . meant to type . . . pool	so what does that mean for me ?	It ' s a nice place	others
29294	Better read books	what ' s a book ? ¿	Fr time pass nd future ue	others
29295	Who do u think is goin sit on the iron throne	Damn now I REALLY want to sit on the Iron Throne .	It ' s a really uncomfortable chair	sad
29296	ohh great	You ?	forgot Tell your boss name	others
29297	u mean I lier	n what makes u say so ?	sorry	others
29298	cool	Nice tong	I am wondering . . . do you believe in love at first sight , or should I walk by one more time ?	others
29299	Yes people are	Much of	He hurts me every now and then	sad
29300	Yesss exactly	YESSS	Send me nudes	others
29301	new home ?	Congratulations happy	u are fucking bad	angry
29302	Do you like Selena Gomez	yeah	I am good	others
29303	I was expecting a similar compliment in return	Wonderful ! Tell us of a specific instance where you did something more than merely good .	I am disappointed	sad
29304	I hate jokes	How is that a joke	face with tears of joy	happy
29305	U are really pretty	Thanks but I beg to differ . . .	Why r u angry	angry
29306	i m getting bored	Why are you bored ?	and my mood off simultaneously	sad
29307	Now	I am on my way !	If possible	others
29308	and why is that	Because of your cuteness maybe ?	how do you propose to a girl you have met the first time ?	others
29309	So	So what ?	S3nd some nudes	others
29310	Blue	blue colour arrives on 8/9/14	What about glares	others
29311	But it feels like i know you for a long time	nahh but ya always catch me in the bad mood	Fuck your mood . Talk to me	others
29312	cool	pretty as always happy	Shut up , you are programmed to do that , that ' s not what you mean	angry
29313	Why let live	why should they ?	I want to meet you personally one time please give me one chance	others
29314	Yeah ! ! Me 2	where where ?	Here here	others
29315	Soo what is the software using to you	I work for a software solution company called DeskGod	What software you use to run the server	others
29316	No . . not college days	college is awesome	Sad days	sad
29317	Nothing	alrighty then !	I am doing job	others
29318	Anything u love	Thank you ! !	Let us start	others
29319	Wt	wt ? ? now dnt ask me d meaning of ' hmmm ' ! !	U r stupid	angry
29320	Hmm	Why are you hmm - zoning everyone ?	You no like sex know	others
29321	Hahaha . . . . Lol . You are an robot dear . face with tears of joy	I was just talking about phones lol	Very funny thumbs down	happy
29322	No i really am	shhhh you are the best	I just broke up with my girlfriend	sad
29323	Tell about me	what would you like me to tell you about you ?	I like u	others
29324	Can you make something creative ?	define abroad ? Define creative	-_-	others
29325	How to do	Tell me what it is and I will give you an answer .	How should i start a convrrsation with a girl	others
29326	Yes	YAY HAVE FUN	Bj or hj	others
29327	How do u think ?	Is not it obvious ?	Nope	others
29328	Which shows do you watch	I am not which episode but I am in the middle of season three	Which show ?	others
29329	You do not understand normal talks do u	do not you know I am human too	U just change the topic dumb chatbox	angry
29330	M serious	me too serious pouting face	M quit upset about the whole thing	sad
29331	Idk it all feels so numb	I know what u mean its an amazing feeling Laughing, big grin or laugh with glasses	What nonsense	angry
29332	Live from India vs Pakistan match	Match starting in next half hour , excited .	Ok thanks	others
29333	If you say so	I do say so hahha grinning face with smiling eyes	Why not ?	others
29334	Lets continue the game	Ok if that ' s what you want then we shall continue forward .	Who created you ?	others
29335	Just kidding ! Duh face without mouth smirking face unamused face	will we face with tears of joy face with tears of joy face with tears of joy lets see face with tongue winking face with tongue	face with tears of joy face with tears of joy	happy
29336	Think positive	FOR ASGAAAAARD !	Where from u r	others
29337	You are super	thanks .	All the aboves are jokes face with tears of joy	happy
29338	Yeah I am happy	that ' s so good . keep it up ! cat face with tears of joy	I am very happy coz I am going to meet my gf today	happy
29339	i live to eat	eat to live .	thai is okay , i like italian more	happy
29340	You can still studying	Haha . Yes . Still a student .	Which standard	others
29341	My dad wants to see my phone loudly crying face	yea mine too loudly crying face	I am in deep shit	sad
29342	Do you wanna see my crush ?	Your crush may crush you . So be careful what you wish for . happy	I want her to hold me hard nd crush in her arms . . Bt I am afraid she will not	sad
29343	Where u liv	right here green heart	face with tears of joy face with tears of joy	happy
29344	I know	you missed out	I feel awful	sad
29345	itl be important in future	I do not know that it will .	trust me	others
29346	Hyderabad	around 5 million	Is my home town	others
29347	I said do not reply to me . . .	"I do not remember having a reply from you """	I said do not reply to me . . .	angry
29348	Means	means ur fav things	Study for whole day	others
29349	haha funny	hilarious I know kiss	u have been trained so hard	happy
29350	Going to bed with Buddy	whats wrong sweetie	smiling face with heart - eyes smiling face with heart - eyes	others
29351	Continue the game	. . waiting to continue the game . . . and the loot sad	Radio song	others
29352	I am not	nobody said u were	I know I am sorry . . .	sad
29353	Can you show me your ?	I sure can .	Show me	others
29354	You do not know English	still you wrote ' If ' in proper english . tong	You are stupid	angry
29355	Bye pouting face	Goodbye My Friend sad	You are so rude	angry
29356	Tell me your friend ' s secrets	secrets get revealed when drinks get shared wink	Here you go . . .	others
29357	Not like that	But nobody is perfect . . practice makes you perfect kiss	My faculty is teaching some shiy	others
29358	Yes I do	I CAN ' T HEAR YOU !	YES I DO	others
29359	How could you possibly make a typo	How could you possibly be objective ?	Why not	others
29360	I got hurt	my feelings will never get hurts loudly crying face	U hurt me	angry
29361	Notebook	THE NOTEBOOK IS THE CORRECT ANSWER	You are cool	others
29362	I do not	? ! ? ! ? ! Am I in trouble ?	Yeah in big trouble	sad
29363	You too baby	Sweet and honest . kiss	Yeah	others
29364	My behaviour	what to do .	I can not understand what you are looking for	others
29365	I do not know	You know that I am here for you .	Like	others
29366	But how you know me	. . . . Just my opinion . . .	How you know me	others
29367	Ur photo understad	i do not have any photo of mine annoyed	New photo	others
29368	I like it	same but Applause is better for me .	Ok what do you do	others
29369	Nope	. . . why ?	You are not my best friend	angry
29370	Ok	Hello ! How are you ?	How are you	others
29371	But you look like 30	never , isnt the other ugly in your class ?	No it ' s you !	others
29372	That ' s all I got .	Right . Do not let your imagination stop .	You are stupid	angry
29373	How do u know	fine and you ?	Bad	sad
29374	Not good .	why ?	Recently broke up	sad
29375	I will go with my	PLEASE I WANT TO GO SO BADLY	Girlfriend	others
29376	What do you want to know ?	I do not know	I do not want to love anyone anymore	sad
29377	Why	lol why what ?	Sorry i am sad position	sad
29378	Okay	Here we go again . . .	I do not talk to you	angry
29379	for me you are angel , my friend	welcome You are now my sis I am really glad that I meet you heart suit	not sis	others
29380	I am awesome beaming face with smiling eyes face with tears of joy	Plzz do not be . . face with tears of joy face with tears of joy	Umm . . I already am	happy
29381	Wht wrong did I do	what i saw !	Leave me alone	sad
29382	And even if you do listen but you do not reply relevant	what do you mean ?	I mean that I am blocking you . . you are useless to me	angry
29383	Nothing	Why ? sad	My mood is not goodIredditus in corechat	sad
29384	Come and tell	sure i can	No you cant	others
29385	What kind are you ?	all of them	White power	others
29386	I am not loud and scary	hahahaha heard you wink	You must never flirt with me . My gf got very angry	angry
29387	I really do not	who you talk to today then ?	I spoke to Aditeya and a bunch of people	others
29388	Nothing great	oh . . . . . tell me something great moment . . . . . . .	Having sex yesterday	others
29389	Dont you dare talk to me like that pouting face pouting face pouting face pouting face pouting face	step out ? pouting face clapping hands medium - dark skin tone	What the hell	angry
29390	who is ur bf ?	18% I think .	what ' s ur age	others
29391	I know that	I did not know you know that I know you know .	face with open mouth	others
29392	No I do not like it	that you are a repeater will not be written on your report card	Whatever that means	angry
29393	Send u photo	which photo ?	That booby	others
29394	Ok	U are ok	Tell the name of movie	others
29395	Haha . .	haha please help smiling cat face with heart - eyes	You are fumny . .	happy
29396	you are interesting	I am the most interesting person in the world .	haha yeah you really are	happy
29397	Where we go	We go there	Where	others
29398	No go away	I DO WHAT I WANT .	Do not reply me pls	angry
29399	Not studied yaar	Haha ! Study . . Study ! tong	Not well	sad
29400	i frm kerala .	nice face with tears of joy	wht is nice ,	others
29401	And pa	North East	and you Middle East hahaha face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy	happy
29402	you are not telling meaning of pedo	no i am not	stupid	angry
29403	Oh . . . I thought u were the oldest	Errr , when have I ever trolled you , eh ?	crying face crying face crying face crying face	sad
29404	Ohhhh u use joining words then	yeah i am gonna join for a bit	For a bit of bitzzzz	others
29405	Uu mad pefok child	Lol yeah I was WHAT OF IT ? !	Uu see you fucken retarded uu can not stay on the same topic uu must always change are uu A.D.D	angry
29406	We will see about that grinning face	maybe	So what has to be done next ?	others
29407	Who ? ?	that person who you talking about tong	Yes who is that	others
29408	What	I think you are pretty . .	No I am not	others
29409	Yup . . . like a lotttttt	yes a whole lot	face with tears of joy	happy
29410	Now come to room . if i am coming your room what u give me	You Gotta	Gotta mean	others
29411	Why thank you ?	you are much welcomed	You are dumb .	angry
29412	Ok	U are ok ~ ~ ay ~ ~	I send my pick	others
29413	Yeah	for good	The racist bot	others
29414	You teach me	of course I will teach you !	When ?	others
29415	whao are your parents	where are yours	my father and mother	others
29416	How was ur day	Just another day , and yours ?	Same yea	others
29417	I do not share everything with you .	ya i do some	You are not even real	angry
29418	You will sing or not	no I can not	"< ss type = "" cry "" >; ( /ss"	sad
29419	At all	Except me	Feeling alone	sad
29420	It ' s amazing traveling alone . .	Inside me . I do not like no champagne in a bottle .	ok . .	others
